song_id,filepath,genre
pop_pop.00067,data/raw/gtzan/pop/pop.00067.wav,pop
jazz_jazz.00079,data/raw/gtzan/jazz/jazz.00079.wav,jazz
metal_metal.00009,data/raw/gtzan/metal/metal.00009.wav,metal
hiphop_hiphop.00042,data/raw/gtzan/hiphop/hiphop.00042.wav,hiphop
jazz_jazz.00097,data/raw/gtzan/jazz/jazz.00097.wav,jazz
metal_metal.00024,data/raw/gtzan/metal/metal.00024.wav,metal
rock_rock.00011,data/raw/gtzan/rock/rock.00011.wav,rock
jazz_jazz.00064,data/raw/gtzan/jazz/jazz.00064.wav,jazz
reggae_reggae.00076,data/raw/gtzan/reggae/reggae.00076.wav,reggae
disco_disco.00071,data/raw/gtzan/disco/disco.00071.wav,disco
disco_disco.00074,data/raw/gtzan/disco/disco.00074.wav,disco
metal_metal.00082,data/raw/gtzan/metal/metal.00082.wav,metal
disco_disco.00025,data/raw/gtzan/disco/disco.00025.wav,disco
metal_metal.00084,data/raw/gtzan/metal/metal.00084.wav,metal
country_country.00041,data/raw/gtzan/country/country.00041.wav,country
metal_metal.00019,data/raw/gtzan/metal/metal.00019.wav,metal
classical_classical.00078,data/raw/gtzan/classical/classical.00078.wav,classical
pop_pop.00019,data/raw/gtzan/pop/pop.00019.wav,pop
classical_classical.00066,data/raw/gtzan/classical/classical.00066.wav,classical
jazz_jazz.00065,data/raw/gtzan/jazz/jazz.00065.wav,jazz
disco_disco.00031,data/raw/gtzan/disco/disco.00031.wav,disco
hiphop_hiphop.00041,data/raw/gtzan/hiphop/hiphop.00041.wav,hiphop
disco_disco.00062,data/raw/gtzan/disco/disco.00062.wav,disco
country_country.00094,data/raw/gtzan/country/country.00094.wav,country
rock_rock.00050,data/raw/gtzan/rock/rock.00050.wav,rock
classical_classical.00091,data/raw/gtzan/classical/classical.00091.wav,classical
metal_metal.00010,data/raw/gtzan/metal/metal.00010.wav,metal
pop_pop.00070,data/raw/gtzan/pop/pop.00070.wav,pop
hiphop_hiphop.00090,data/raw/gtzan/hiphop/hiphop.00090.wav,hiphop
rock_rock.00034,data/raw/gtzan/rock/rock.00034.wav,rock
disco_disco.00041,data/raw/gtzan/disco/disco.00041.wav,disco
blues_blues.00079,data/raw/gtzan/blues/blues.00079.wav,blues
rock_rock.00049,data/raw/gtzan/rock/rock.00049.wav,rock
hiphop_hiphop.00047,data/raw/gtzan/hiphop/hiphop.00047.wav,hiphop
reggae_reggae.00081,data/raw/gtzan/reggae/reggae.00081.wav,reggae
rock_rock.00082,data/raw/gtzan/rock/rock.00082.wav,rock
hiphop_hiphop.00033,data/raw/gtzan/hiphop/hiphop.00033.wav,hiphop
reggae_reggae.00053,data/raw/gtzan/reggae/reggae.00053.wav,reggae
rock_rock.00053,data/raw/gtzan/rock/rock.00053.wav,rock
classical_classical.00087,data/raw/gtzan/classical/classical.00087.wav,classical
jazz_jazz.00068,data/raw/gtzan/jazz/jazz.00068.wav,jazz
pop_pop.00052,data/raw/gtzan/pop/pop.00052.wav,pop
hiphop_hiphop.00061,data/raw/gtzan/hiphop/hiphop.00061.wav,hiphop
rock_rock.00041,data/raw/gtzan/rock/rock.00041.wav,rock
reggae_reggae.00051,data/raw/gtzan/reggae/reggae.00051.wav,reggae
country_country.00077,data/raw/gtzan/country/country.00077.wav,country
blues_blues.00042,data/raw/gtzan/blues/blues.00042.wav,blues
rock_rock.00071,data/raw/gtzan/rock/rock.00071.wav,rock
blues_blues.00043,data/raw/gtzan/blues/blues.00043.wav,blues
pop_pop.00043,data/raw/gtzan/pop/pop.00043.wav,pop
disco_disco.00038,data/raw/gtzan/disco/disco.00038.wav,disco
reggae_reggae.00041,data/raw/gtzan/reggae/reggae.00041.wav,reggae
reggae_reggae.00065,data/raw/gtzan/reggae/reggae.00065.wav,reggae
hiphop_hiphop.00081,data/raw/gtzan/hiphop/hiphop.00081.wav,hiphop
blues_blues.00039,data/raw/gtzan/blues/blues.00039.wav,blues
metal_metal.00051,data/raw/gtzan/metal/metal.00051.wav,metal
jazz_jazz.00021,data/raw/gtzan/jazz/jazz.00021.wav,jazz
metal_metal.00081,data/raw/gtzan/metal/metal.00081.wav,metal
blues_blues.00055,data/raw/gtzan/blues/blues.00055.wav,blues
disco_disco.00014,data/raw/gtzan/disco/disco.00014.wav,disco
classical_classical.00081,data/raw/gtzan/classical/classical.00081.wav,classical
metal_metal.00011,data/raw/gtzan/metal/metal.00011.wav,metal
metal_metal.00013,data/raw/gtzan/metal/metal.00013.wav,metal
jazz_jazz.00055,data/raw/gtzan/jazz/jazz.00055.wav,jazz
reggae_reggae.00096,data/raw/gtzan/reggae/reggae.00096.wav,reggae
metal_metal.00097,data/raw/gtzan/metal/metal.00097.wav,metal
pop_pop.00082,data/raw/gtzan/pop/pop.00082.wav,pop
classical_classical.00090,data/raw/gtzan/classical/classical.00090.wav,classical
metal_metal.00096,data/raw/gtzan/metal/metal.00096.wav,metal
rock_rock.00029,data/raw/gtzan/rock/rock.00029.wav,rock
country_country.00042,data/raw/gtzan/country/country.00042.wav,country
reggae_reggae.00023,data/raw/gtzan/reggae/reggae.00023.wav,reggae
hiphop_hiphop.00060,data/raw/gtzan/hiphop/hiphop.00060.wav,hiphop
country_country.00097,data/raw/gtzan/country/country.00097.wav,country
jazz_jazz.00059,data/raw/gtzan/jazz/jazz.00059.wav,jazz
disco_disco.00059,data/raw/gtzan/disco/disco.00059.wav,disco
hiphop_hiphop.00083,data/raw/gtzan/hiphop/hiphop.00083.wav,hiphop
jazz_jazz.00000,data/raw/gtzan/jazz/jazz.00000.wav,jazz
jazz_jazz.00083,data/raw/gtzan/jazz/jazz.00083.wav,jazz
country_country.00072,data/raw/gtzan/country/country.00072.wav,country
country_country.00076,data/raw/gtzan/country/country.00076.wav,country
country_country.00011,data/raw/gtzan/country/country.00011.wav,country
pop_pop.00063,data/raw/gtzan/pop/pop.00063.wav,pop
reggae_reggae.00021,data/raw/gtzan/reggae/reggae.00021.wav,reggae
blues_blues.00085,data/raw/gtzan/blues/blues.00085.wav,blues
classical_classical.00035,data/raw/gtzan/classical/classical.00035.wav,classical
reggae_reggae.00063,data/raw/gtzan/reggae/reggae.00063.wav,reggae
disco_disco.00004,data/raw/gtzan/disco/disco.00004.wav,disco
classical_classical.00045,data/raw/gtzan/classical/classical.00045.wav,classical
metal_metal.00056,data/raw/gtzan/metal/metal.00056.wav,metal
metal_metal.00033,data/raw/gtzan/metal/metal.00033.wav,metal
pop_pop.00091,data/raw/gtzan/pop/pop.00091.wav,pop
reggae_reggae.00058,data/raw/gtzan/reggae/reggae.00058.wav,reggae
blues_blues.00013,data/raw/gtzan/blues/blues.00013.wav,blues
jazz_jazz.00072,data/raw/gtzan/jazz/jazz.00072.wav,jazz
country_country.00047,data/raw/gtzan/country/country.00047.wav,country
rock_rock.00027,data/raw/gtzan/rock/rock.00027.wav,rock
country_country.00019,data/raw/gtzan/country/country.00019.wav,country
metal_metal.00006,data/raw/gtzan/metal/metal.00006.wav,metal
classical_classical.00041,data/raw/gtzan/classical/classical.00041.wav,classical
pop_pop.00092,data/raw/gtzan/pop/pop.00092.wav,pop
country_country.00022,data/raw/gtzan/country/country.00022.wav,country
hiphop_hiphop.00025,data/raw/gtzan/hiphop/hiphop.00025.wav,hiphop
disco_disco.00070,data/raw/gtzan/disco/disco.00070.wav,disco
metal_metal.00021,data/raw/gtzan/metal/metal.00021.wav,metal
hiphop_hiphop.00068,data/raw/gtzan/hiphop/hiphop.00068.wav,hiphop
rock_rock.00068,data/raw/gtzan/rock/rock.00068.wav,rock
blues_blues.00088,data/raw/gtzan/blues/blues.00088.wav,blues
hiphop_hiphop.00086,data/raw/gtzan/hiphop/hiphop.00086.wav,hiphop
blues_blues.00094,data/raw/gtzan/blues/blues.00094.wav,blues
blues_blues.00089,data/raw/gtzan/blues/blues.00089.wav,blues
rock_rock.00077,data/raw/gtzan/rock/rock.00077.wav,rock
hiphop_hiphop.00077,data/raw/gtzan/hiphop/hiphop.00077.wav,hiphop
blues_blues.00048,data/raw/gtzan/blues/blues.00048.wav,blues
hiphop_hiphop.00010,data/raw/gtzan/hiphop/hiphop.00010.wav,hiphop
country_country.00066,data/raw/gtzan/country/country.00066.wav,country
blues_blues.00097,data/raw/gtzan/blues/blues.00097.wav,blues
country_country.00085,data/raw/gtzan/country/country.00085.wav,country
metal_metal.00015,data/raw/gtzan/metal/metal.00015.wav,metal
pop_pop.00007,data/raw/gtzan/pop/pop.00007.wav,pop
country_country.00033,data/raw/gtzan/country/country.00033.wav,country
hiphop_hiphop.00006,data/raw/gtzan/hiphop/hiphop.00006.wav,hiphop
metal_metal.00040,data/raw/gtzan/metal/metal.00040.wav,metal
jazz_jazz.00022,data/raw/gtzan/jazz/jazz.00022.wav,jazz
jazz_jazz.00069,data/raw/gtzan/jazz/jazz.00069.wav,jazz
metal_metal.00052,data/raw/gtzan/metal/metal.00052.wav,metal
hiphop_hiphop.00020,data/raw/gtzan/hiphop/hiphop.00020.wav,hiphop
blues_blues.00019,data/raw/gtzan/blues/blues.00019.wav,blues
disco_disco.00056,data/raw/gtzan/disco/disco.00056.wav,disco
pop_pop.00057,data/raw/gtzan/pop/pop.00057.wav,pop
pop_pop.00069,data/raw/gtzan/pop/pop.00069.wav,pop
jazz_jazz.00087,data/raw/gtzan/jazz/jazz.00087.wav,jazz
country_country.00064,data/raw/gtzan/country/country.00064.wav,country
blues_blues.00075,data/raw/gtzan/blues/blues.00075.wav,blues
country_country.00099,data/raw/gtzan/country/country.00099.wav,country
blues_blues.00053,data/raw/gtzan/blues/blues.00053.wav,blues
hiphop_hiphop.00063,data/raw/gtzan/hiphop/hiphop.00063.wav,hiphop
jazz_jazz.00026,data/raw/gtzan/jazz/jazz.00026.wav,jazz
pop_pop.00033,data/raw/gtzan/pop/pop.00033.wav,pop
hiphop_hiphop.00076,data/raw/gtzan/hiphop/hiphop.00076.wav,hiphop
hiphop_hiphop.00082,data/raw/gtzan/hiphop/hiphop.00082.wav,hiphop
disco_disco.00010,data/raw/gtzan/disco/disco.00010.wav,disco
disco_disco.00054,data/raw/gtzan/disco/disco.00054.wav,disco
disco_disco.00030,data/raw/gtzan/disco/disco.00030.wav,disco
classical_classical.00012,data/raw/gtzan/classical/classical.00012.wav,classical
disco_disco.00094,data/raw/gtzan/disco/disco.00094.wav,disco
reggae_reggae.00069,data/raw/gtzan/reggae/reggae.00069.wav,reggae
blues_blues.00011,data/raw/gtzan/blues/blues.00011.wav,blues
blues_blues.00064,data/raw/gtzan/blues/blues.00064.wav,blues
disco_disco.00099,data/raw/gtzan/disco/disco.00099.wav,disco
metal_metal.00031,data/raw/gtzan/metal/metal.00031.wav,metal
reggae_reggae.00075,data/raw/gtzan/reggae/reggae.00075.wav,reggae
jazz_jazz.00088,data/raw/gtzan/jazz/jazz.00088.wav,jazz
hiphop_hiphop.00008,data/raw/gtzan/hiphop/hiphop.00008.wav,hiphop
country_country.00009,data/raw/gtzan/country/country.00009.wav,country
classical_classical.00094,data/raw/gtzan/classical/classical.00094.wav,classical
country_country.00062,data/raw/gtzan/country/country.00062.wav,country
classical_classical.00049,data/raw/gtzan/classical/classical.00049.wav,classical
pop_pop.00090,data/raw/gtzan/pop/pop.00090.wav,pop
country_country.00053,data/raw/gtzan/country/country.00053.wav,country
pop_pop.00015,data/raw/gtzan/pop/pop.00015.wav,pop
blues_blues.00027,data/raw/gtzan/blues/blues.00027.wav,blues
hiphop_hiphop.00040,data/raw/gtzan/hiphop/hiphop.00040.wav,hiphop
blues_blues.00073,data/raw/gtzan/blues/blues.00073.wav,blues
country_country.00075,data/raw/gtzan/country/country.00075.wav,country
blues_blues.00025,data/raw/gtzan/blues/blues.00025.wav,blues
disco_disco.00044,data/raw/gtzan/disco/disco.00044.wav,disco
rock_rock.00035,data/raw/gtzan/rock/rock.00035.wav,rock
classical_classical.00093,data/raw/gtzan/classical/classical.00093.wav,classical
metal_metal.00091,data/raw/gtzan/metal/metal.00091.wav,metal
pop_pop.00060,data/raw/gtzan/pop/pop.00060.wav,pop
hiphop_hiphop.00011,data/raw/gtzan/hiphop/hiphop.00011.wav,hiphop
disco_disco.00043,data/raw/gtzan/disco/disco.00043.wav,disco
metal_metal.00037,data/raw/gtzan/metal/metal.00037.wav,metal
disco_disco.00000,data/raw/gtzan/disco/disco.00000.wav,disco
pop_pop.00086,data/raw/gtzan/pop/pop.00086.wav,pop
blues_blues.00078,data/raw/gtzan/blues/blues.00078.wav,blues
country_country.00005,data/raw/gtzan/country/country.00005.wav,country
metal_metal.00062,data/raw/gtzan/metal/metal.00062.wav,metal
country_country.00063,data/raw/gtzan/country/country.00063.wav,country
rock_rock.00017,data/raw/gtzan/rock/rock.00017.wav,rock
pop_pop.00055,data/raw/gtzan/pop/pop.00055.wav,pop
metal_metal.00046,data/raw/gtzan/metal/metal.00046.wav,metal
disco_disco.00079,data/raw/gtzan/disco/disco.00079.wav,disco
blues_blues.00066,data/raw/gtzan/blues/blues.00066.wav,blues
classical_classical.00017,data/raw/gtzan/classical/classical.00017.wav,classical
jazz_jazz.00060,data/raw/gtzan/jazz/jazz.00060.wav,jazz
hiphop_hiphop.00027,data/raw/gtzan/hiphop/hiphop.00027.wav,hiphop
blues_blues.00065,data/raw/gtzan/blues/blues.00065.wav,blues
classical_classical.00019,data/raw/gtzan/classical/classical.00019.wav,classical
pop_pop.00097,data/raw/gtzan/pop/pop.00097.wav,pop
disco_disco.00045,data/raw/gtzan/disco/disco.00045.wav,disco
jazz_jazz.00066,data/raw/gtzan/jazz/jazz.00066.wav,jazz
blues_blues.00016,data/raw/gtzan/blues/blues.00016.wav,blues
reggae_reggae.00006,data/raw/gtzan/reggae/reggae.00006.wav,reggae
rock_rock.00065,data/raw/gtzan/rock/rock.00065.wav,rock
hiphop_hiphop.00094,data/raw/gtzan/hiphop/hiphop.00094.wav,hiphop
country_country.00088,data/raw/gtzan/country/country.00088.wav,country
jazz_jazz.00092,data/raw/gtzan/jazz/jazz.00092.wav,jazz
hiphop_hiphop.00064,data/raw/gtzan/hiphop/hiphop.00064.wav,hiphop
classical_classical.00029,data/raw/gtzan/classical/classical.00029.wav,classical
classical_classical.00088,data/raw/gtzan/classical/classical.00088.wav,classical
disco_disco.00040,data/raw/gtzan/disco/disco.00040.wav,disco
pop_pop.00008,data/raw/gtzan/pop/pop.00008.wav,pop
blues_blues.00068,data/raw/gtzan/blues/blues.00068.wav,blues
reggae_reggae.00017,data/raw/gtzan/reggae/reggae.00017.wav,reggae
pop_pop.00079,data/raw/gtzan/pop/pop.00079.wav,pop
hiphop_hiphop.00092,data/raw/gtzan/hiphop/hiphop.00092.wav,hiphop
jazz_jazz.00096,data/raw/gtzan/jazz/jazz.00096.wav,jazz
classical_classical.00064,data/raw/gtzan/classical/classical.00064.wav,classical
hiphop_hiphop.00030,data/raw/gtzan/hiphop/hiphop.00030.wav,hiphop
metal_metal.00092,data/raw/gtzan/metal/metal.00092.wav,metal
rock_rock.00048,data/raw/gtzan/rock/rock.00048.wav,rock
jazz_jazz.00085,data/raw/gtzan/jazz/jazz.00085.wav,jazz
pop_pop.00074,data/raw/gtzan/pop/pop.00074.wav,pop
hiphop_hiphop.00084,data/raw/gtzan/hiphop/hiphop.00084.wav,hiphop
hiphop_hiphop.00071,data/raw/gtzan/hiphop/hiphop.00071.wav,hiphop
blues_blues.00031,data/raw/gtzan/blues/blues.00031.wav,blues
classical_classical.00016,data/raw/gtzan/classical/classical.00016.wav,classical
blues_blues.00010,data/raw/gtzan/blues/blues.00010.wav,blues
metal_metal.00093,data/raw/gtzan/metal/metal.00093.wav,metal
jazz_jazz.00032,data/raw/gtzan/jazz/jazz.00032.wav,jazz
pop_pop.00003,data/raw/gtzan/pop/pop.00003.wav,pop
rock_rock.00014,data/raw/gtzan/rock/rock.00014.wav,rock
pop_pop.00012,data/raw/gtzan/pop/pop.00012.wav,pop
rock_rock.00099,data/raw/gtzan/rock/rock.00099.wav,rock
disco_disco.00015,data/raw/gtzan/disco/disco.00015.wav,disco
disco_disco.00081,data/raw/gtzan/disco/disco.00081.wav,disco
disco_disco.00098,data/raw/gtzan/disco/disco.00098.wav,disco
reggae_reggae.00033,data/raw/gtzan/reggae/reggae.00033.wav,reggae
rock_rock.00056,data/raw/gtzan/rock/rock.00056.wav,rock
hiphop_hiphop.00014,data/raw/gtzan/hiphop/hiphop.00014.wav,hiphop
classical_classical.00018,data/raw/gtzan/classical/classical.00018.wav,classical
disco_disco.00033,data/raw/gtzan/disco/disco.00033.wav,disco
metal_metal.00029,data/raw/gtzan/metal/metal.00029.wav,metal
pop_pop.00068,data/raw/gtzan/pop/pop.00068.wav,pop
metal_metal.00067,data/raw/gtzan/metal/metal.00067.wav,metal
blues_blues.00041,data/raw/gtzan/blues/blues.00041.wav,blues
jazz_jazz.00042,data/raw/gtzan/jazz/jazz.00042.wav,jazz
disco_disco.00011,data/raw/gtzan/disco/disco.00011.wav,disco
blues_blues.00003,data/raw/gtzan/blues/blues.00003.wav,blues
jazz_jazz.00052,data/raw/gtzan/jazz/jazz.00052.wav,jazz
pop_pop.00041,data/raw/gtzan/pop/pop.00041.wav,pop
pop_pop.00059,data/raw/gtzan/pop/pop.00059.wav,pop
hiphop_hiphop.00097,data/raw/gtzan/hiphop/hiphop.00097.wav,hiphop
blues_blues.00099,data/raw/gtzan/blues/blues.00099.wav,blues
metal_metal.00023,data/raw/gtzan/metal/metal.00023.wav,metal
hiphop_hiphop.00095,data/raw/gtzan/hiphop/hiphop.00095.wav,hiphop
disco_disco.00097,data/raw/gtzan/disco/disco.00097.wav,disco
metal_metal.00054,data/raw/gtzan/metal/metal.00054.wav,metal
jazz_jazz.00081,data/raw/gtzan/jazz/jazz.00081.wav,jazz
reggae_reggae.00052,data/raw/gtzan/reggae/reggae.00052.wav,reggae
hiphop_hiphop.00023,data/raw/gtzan/hiphop/hiphop.00023.wav,hiphop
metal_metal.00025,data/raw/gtzan/metal/metal.00025.wav,metal
classical_classical.00028,data/raw/gtzan/classical/classical.00028.wav,classical
hiphop_hiphop.00031,data/raw/gtzan/hiphop/hiphop.00031.wav,hiphop
jazz_jazz.00076,data/raw/gtzan/jazz/jazz.00076.wav,jazz
metal_metal.00078,data/raw/gtzan/metal/metal.00078.wav,metal
country_country.00065,data/raw/gtzan/country/country.00065.wav,country
metal_metal.00017,data/raw/gtzan/metal/metal.00017.wav,metal
hiphop_hiphop.00075,data/raw/gtzan/hiphop/hiphop.00075.wav,hiphop
reggae_reggae.00087,data/raw/gtzan/reggae/reggae.00087.wav,reggae
reggae_reggae.00093,data/raw/gtzan/reggae/reggae.00093.wav,reggae
metal_metal.00000,data/raw/gtzan/metal/metal.00000.wav,metal
classical_classical.00070,data/raw/gtzan/classical/classical.00070.wav,classical
blues_blues.00070,data/raw/gtzan/blues/blues.00070.wav,blues
reggae_reggae.00028,data/raw/gtzan/reggae/reggae.00028.wav,reggae
blues_blues.00050,data/raw/gtzan/blues/blues.00050.wav,blues
hiphop_hiphop.00019,data/raw/gtzan/hiphop/hiphop.00019.wav,hiphop
metal_metal.00080,data/raw/gtzan/metal/metal.00080.wav,metal
jazz_jazz.00077,data/raw/gtzan/jazz/jazz.00077.wav,jazz
metal_metal.00042,data/raw/gtzan/metal/metal.00042.wav,metal
reggae_reggae.00040,data/raw/gtzan/reggae/reggae.00040.wav,reggae
disco_disco.00086,data/raw/gtzan/disco/disco.00086.wav,disco
country_country.00057,data/raw/gtzan/country/country.00057.wav,country
country_country.00080,data/raw/gtzan/country/country.00080.wav,country
disco_disco.00093,data/raw/gtzan/disco/disco.00093.wav,disco
rock_rock.00057,data/raw/gtzan/rock/rock.00057.wav,rock
metal_metal.00041,data/raw/gtzan/metal/metal.00041.wav,metal
reggae_reggae.00077,data/raw/gtzan/reggae/reggae.00077.wav,reggae
hiphop_hiphop.00088,data/raw/gtzan/hiphop/hiphop.00088.wav,hiphop
pop_pop.00077,data/raw/gtzan/pop/pop.00077.wav,pop
pop_pop.00018,data/raw/gtzan/pop/pop.00018.wav,pop
disco_disco.00057,data/raw/gtzan/disco/disco.00057.wav,disco
rock_rock.00047,data/raw/gtzan/rock/rock.00047.wav,rock
disco_disco.00035,data/raw/gtzan/disco/disco.00035.wav,disco
disco_disco.00051,data/raw/gtzan/disco/disco.00051.wav,disco
disco_disco.00009,data/raw/gtzan/disco/disco.00009.wav,disco
pop_pop.00040,data/raw/gtzan/pop/pop.00040.wav,pop
country_country.00093,data/raw/gtzan/country/country.00093.wav,country
metal_metal.00048,data/raw/gtzan/metal/metal.00048.wav,metal
jazz_jazz.00053,data/raw/gtzan/jazz/jazz.00053.wav,jazz
hiphop_hiphop.00022,data/raw/gtzan/hiphop/hiphop.00022.wav,hiphop
jazz_jazz.00014,data/raw/gtzan/jazz/jazz.00014.wav,jazz
reggae_reggae.00038,data/raw/gtzan/reggae/reggae.00038.wav,reggae
reggae_reggae.00080,data/raw/gtzan/reggae/reggae.00080.wav,reggae
pop_pop.00072,data/raw/gtzan/pop/pop.00072.wav,pop
metal_metal.00077,data/raw/gtzan/metal/metal.00077.wav,metal
hiphop_hiphop.00096,data/raw/gtzan/hiphop/hiphop.00096.wav,hiphop
rock_rock.00084,data/raw/gtzan/rock/rock.00084.wav,rock
jazz_jazz.00099,data/raw/gtzan/jazz/jazz.00099.wav,jazz
